artist,publish_date,track
The Capitols,1966-04-30,Cool Jerk
Deon Jackson,1966-04-30,Love Takes A Long Time Growing
The Greenwoods,1966-04-30,Please Don't Sell My Daddy No More Wine
Carla Thomas,1966-04-30,Let Me Be Good To You
Love,1966-04-30,My Little Red Book
The Olympics,1966-04-30,Mine Exclusively
Simon & Garfunkel,1966-05-07,I Am A Rock
The Lovin' Spoonful,1966-05-07,Did You Ever Have To Make Up Your Mind?
Vic Dana,1966-05-07,I Love You Drops
Peter And Gordon,1966-05-07,There's No Living Without Your Loving
Dean Martin,1966-05-07,Come Running Back
The Chiffons,1966-05-07,Sweet Talkin' Guy
Dee Jay And The Runaways,1966-05-07,Peter Rabbit
Shades Of Blue,1966-05-07,Oh How Happy
Frank Sinatra,1966-05-07,Strangers In The Night
Bob Lind,1966-05-07,Truly Julie's Blues (I'll Be There)
Willie Mitchell,1966-05-07,Bad Eye
The Holidays,1966-05-07,I'll Love You Forever
Edwin Starr,1966-05-07,Headline News
The Rolling Stones,1966-05-14,"Paint It, Black"
Gary Lewis And The Playboys,1966-05-14,Green Grass
Eddy Arnold,1966-05-14,The Last Word In Lonesome Is Me
Bobby Goldsboro,1966-05-14,I Know You Better Than That
Little Anthony And The Imperials,1966-05-14,Better Use Your Head
The Outsiders,1966-05-14,Girl In Love
Joe Tex,1966-05-14,S.Y.S.L.J.F.M. (The Letter Song)
Drafi,1966-05-14,Marble Breaks And Iron Bends
The Gentrys,1966-05-14,Everyday I Have To Cry
"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1966-05-21,Opus 17 (Don't You Worry 'Bout Me)
Dusty Springfield,1966-05-21,You Don't Have To Say You Love Me
The Animals,1966-05-21,Don't Bring Me Down
The Kinks,1966-05-21,Dedicated Follower Of Fashion
The Leaves,1966-05-21,Hey Joe
Barry McGuire,1966-05-21,Cloudy Summer Afternoon (Raindrops)
Neil Diamond,1966-05-21,Solitary Man
The Cyrkle,1966-05-21,Red Rubber Ball
Billy Joe Royal,1966-05-21,Heart's Desire
Steve Alaimo,1966-05-21,So Much Love
The Five Stairsteps,1966-05-21,You Waited Too Long
Barbra Streisand,1966-05-21,"Sam, You Made The Pants Too Long"
Marvin Gaye,1966-05-21,Take This Heart Of Mine
Bobby Bland,1966-05-21,Good Time Charlie
The Temptations,1966-05-28,Ain't Too Proud To Beg
Al Martino,1966-05-28,Wiederseh'n
Mitch Ryder And The Detroit Wheels,1966-05-28,Break Out
The Isley Brothers,1966-05-28,Take Some Time Out For Love
Wilson Pickett,1966-05-28,Ninety-Nine And A Half (Won't Do)
Dickie Goodman,1966-05-28,Batman & His Grandmother
Ray Charles,1966-05-28,Let's Go Get Stoned
Jackie DeShannon,1966-05-28,Come And Get Me
The Contours,1966-05-28,Just A Little Misunderstanding
The Critters,1966-05-28,Younger Girl
Four Tops,1966-05-28,Loving You Is Sweeter Than Ever
Jeannie Seely,1966-05-28,Don't Touch Me
Ike & Tina Turner Featuring Tina,1966-05-28,River Deep-Mountain High
Buck Owens and The Buckaroos,1966-05-28,Think Of Me
Tammi Terrell,1966-05-28,Come On And See Me
Jan & Dean,1966-06-04,Popsicle
The Shadows Of Knight,1966-06-04,Oh Yeah
Tommy James And The Shondells,1966-06-04,Hanky Panky
The Vogues,1966-06-04,The Land Of Milk And Honey
The Association,1966-06-04,Along Comes Mary
Esther Phillips,1966-06-04,When A Woman Loves A Man
Sonny & Cher,1966-06-04,Have I Stayed Too Long
Otis Redding,1966-06-04,My Lover's Prayer
The Righteous Brothers,1966-06-04,He
"Dave ""Baby"" Cortez",1966-06-04,Count Down
Beau Brummels,1966-06-04,One Too Many Mornings
Walter Jackson,1966-06-04,It's An Uphill Climb To The Bottom
Jimmy Hughes,1966-06-04,"Neighbor, Neighbor"
Jack Jones,1966-06-04,The Impossible Dream (The Quest)
The Beatles,1966-06-11,Paperback Writer
The Beatles,1966-06-11,Rain
Johnny Sea,1966-06-11,Day For Decision
Johnny Rivers,1966-06-11,(I Washed My Hands In) Muddy Water
Martha & The Vandellas,1966-06-11,What Am I Going To Do Without Your Love
Tommy Roe,1966-06-11,Sweet Pea
Susan Christie,1966-06-11,I Love Onions
Crispian St. Peters,1966-06-11,The Pied Piper
Sam The Sham and the Pharaohs,1966-06-11,Lil' Red Riding Hood
Barbara Mason,1966-06-11,I Need Love
The Young Rascals,1966-06-18,You Better Run
Ronnie Dove,1966-06-18,Happy Summer Days
Ray Conniff And The Singers,1966-06-18,"Somewhere, My Love"
Paul Revere & The Raiders Featuring Mark Lindsay,1966-06-18,Hungry
The Miracles,1966-06-18,Whole Lot Of Shakin' In My Heart (Since I Met You)
B.J. Thomas And The Triumphs,1966-06-18,Billy And Sue
Tom Jones,1966-06-18,Not Responsible
Len Barry,1966-06-18,It's That Time Of The Year
The Turtles,1966-06-18,Grim Reaper Of Love
Joe Simon,1966-06-18,Teenager's Prayer
Pozo Seco Singers,1966-06-18,I'll Be Gone
The Strangeloves,1966-06-18,Hand Jive
The Troggs,1966-06-25,Wild Thing
The Yardbirds,1966-06-25,Over Under Sideways Down
The Ides Of March,1966-06-25,You Wouldn't Listen
Bobby Moore & The Rhythm Aces,1966-06-25,Searching For My Love
Leroy Pullins,1966-06-25,I'm A Nut
Roger Williams,1966-06-25,"Lara's Theme from ""Dr. Zhivago"""
Clefs Of Lavender Hill,1966-06-25,Stop! - Get A Ticket
Roger Miller,1966-06-25,You Can't Roller Skate In A Buffalo Herd
Trini Lopez,1966-06-25,La Bamba - Part I
Lou Christie,1966-06-25,Painter
The Shangri-Las,1966-06-25,"Past, Present And Future"
The Mamas & The Papas,1966-07-02,I Saw Her Again
Herb Alpert & The Tijuana Brass,1966-07-02,The Work Song
Manfred Mann,1966-07-02,Pretty Flamingo
Brenda Lee,1966-07-02,Ain't Gonna Cry No More
The Bachelors,1966-07-02,Can I Trust You?
Bob Dylan,1966-07-02,I Want You
The Wonder Who?,1966-07-02,On The Good Ship Lollipop
The Knickerbockers,1966-07-02,High On Love
The Buena Vistas,1966-07-02,Hot Shot
Johnny Cash,1966-07-02,Everybody Loves A Nut
Chubby Checker,1966-07-02,Hey You! Little Boo-Ga-Loo
The Uniques,1966-07-02,All These Things
Mary Wells,1966-07-02,Such A Sweet Thing
The Rolling Stones,1966-07-09,Mothers Little Helper
Nancy Sinatra,1966-07-09,Friday's Child
Herman's Hermits,1966-07-09,This Door Swings Both Ways
Verdelle Smith,1966-07-09,Tar And Cement
Mike Williams,1966-07-09,Lonely Soldier
Bobby Vee And The Strangers,1966-07-09,Look At Me Girl
Chad & Jeremy,1966-07-09,Distant Shores
Ramsey Lewis,1966-07-09,Wade In The Water
The Lovin' Spoonful,1966-07-16,Summer In The City
Brian Hyland,1966-07-16,The Joker Went Wild
Petula Clark,1966-07-16,I Couldn't Live Without Your Love
The Byrds,1966-07-16,5 D (Fifth Dimension)
The Isley Brothers,1966-07-16,I Guess I'll Always Love You
David Houston,1966-07-16,Almost Persuaded
Mel Carter,1966-07-16,You You You
Ray Stevens,1966-07-16,Freddie Feelgood (And His Funky Little Five Piece Band)
Bob Kuban And The In-Men,1966-07-16,Drive My Car
The Intruders,1966-07-16,(We'll Be) United
Dean Parrish,1966-07-16,Tell Her
Napoleon XIV,1966-07-23,"They're Coming To Take Me Away, Ha-Haaa!"
Stevie Wonder,1966-07-23,Blowin In The Wind
Percy Sledge,1966-07-23,Warm And Tender Love
Eddy Arnold,1966-07-23,The Tip Of My Fingers
Barbara Lewis,1966-07-23,Make Me Belong To You
The Rolling Stones,1966-07-23,Lady Jane
Joe Tex,1966-07-23,I Believe I'm Gonna Make It
Lee Dorsey,1966-07-23,Working In The Coal Mine
Sandy Posey,1966-07-23,Born A Woman
Tony Bennett,1966-07-23,Georgia Rose
The Hollies,1966-07-23,Bus Stop
Darrell Banks,1966-07-23,Open The Door To Your Heart
Dean Martin,1966-07-23,A Million And One
The Sandpipers,1966-07-30,Guantanamera
Cher,1966-07-30,Alfie
The McCoys,1966-07-30,(You Make Me Feel) So Good
Gary Lewis And The Playboys,1966-07-30,My Heart's Symphony
James Brown And The Famous Flames,1966-07-30,Money Won't Change You (Part 1)
B.J. Thomas,1966-07-30,Bring Back The Time
Jay & The Americans,1966-07-30,Livin' Above Your Head
The Beach Boys,1966-07-30,Wouldn't It Be Nice
The Shades Of Blue,1966-07-30,Lonely Summer
Love,1966-07-30,7 And 7 Is
Donovan,1966-07-30,Sunshine Superman
The Razor's Edge,1966-07-30,Let's Call It A Day Girl
Alan Price Set,1966-07-30,I Put A Spell On You
Alvin Cash & The Registers,1966-07-30,The Philly Freeze
Jr. Walker & The All Stars,1966-07-30,How Sweet It Is (To Be Loved By You)
Peter And Gordon,1966-07-30,To Show I Love You
James Carr,1966-07-30,Love Attack
Mitch Ryder And The Detroit Wheels,1966-07-30,Takin' All I Can Get
The Outsiders,1966-08-06,Respectable
Tommy James And The Shondells,1966-08-06,Say I Am (What I Am)
The Righteous Brothers,1966-08-06,Go Ahead And Cry
The Troggs,1966-08-06,With A Girl Like You
Roy Orbison,1966-08-06,Too Soon To Know
Bobby Vinton,1966-08-06,Petticoat White (Summer Sky Blue)
The Chiffons,1966-08-06,Out Of This World
The Kinks,1966-08-06,Sunny Afternoon
Nat King Cole,1966-08-06,"Let Me Tell You, Babe"
Simon & Garfunkel,1966-08-06,The Dangling Conversation
The Five Stairsteps,1966-08-06,World Of Fantasy
Mable John,1966-08-06,Your Good Thing (Is About To End)
The Sidekicks,1966-08-06,Suspicions
Rosco Robinson,1966-08-06,That's Enough
The Supremes,1966-08-13,You Can't Hurry Love
The Cyrkle,1966-08-13,Turn-Down Day
The Beach Boys,1966-08-13,God Only Knows
The Critters,1966-08-13,Mr. Dieingly Sad
The Dave Clark Five,1966-08-13,Satisfied With You
Chris Montez,1966-08-13,There Will Never Be Another You
The Standells,1966-08-13,Sometimes Good Guys Don't Wear White
Etta James & Sugar Pie DeSanto,1966-08-13,In The Basement - Part 1
The Mindbenders,1966-08-13,Ashes To Ashes
Los Bravos,1966-08-13,Black Is Black
The Beatles,1966-08-20,Yellow Submarine
The Temptations,1966-08-20,Beauty Is Only Skin Deep
Jimmy Ruffin,1966-08-20,What Becomes Of The Brokenhearted
Neil Diamond,1966-08-20,"Cherry, Cherry"
Carla Thomas,1966-08-20,B-A-B-Y
Marvin Gaye,1966-08-20,"Little Darling, I Need You"
Howard Tate,1966-08-20,Ain't Nobody Home
Flip Cartridge,1966-08-20,Dear Mrs. Applebee
The Swingin' Medallions,1966-08-20,She Drives Me Out Of My Mind
Julie Monday,1966-08-20,Come Share The Good Times With Me
Georgie Fame And The Blue Flames,1966-08-20,Get Away
The Beatles,1966-08-27,Eleanor Rigby
The Association,1966-08-27,Cherish
Andy Williams,1966-08-27,In The Arms Of Love
The Capitols,1966-08-27,I Got To Handle It
Jim Reeves,1966-08-27,Blue Side Of Lonesome
Walter Wanderley,1966-08-27,Summer Samba (So Nice)
Jimmy Smith,1966-08-27,I'm Your Hoochie Cooche Man (Part 1)
Dee Dee Warwick,1966-08-27,I Want To Be With You
Roger Williams,1966-08-27,Born Free
Fontella Bass,1966-08-27,Safe And Sound
Ray Charles & The Raelets,1966-09-03,I Chose To Sing The Blues
Herb Alpert & The Tijuana Brass,1966-09-03,Flamingo
? (Question Mark) & The Mysterians,1966-09-03,96 Tears
Four Tops,1966-09-03,Reach Out I'll Be There
Ronny And The Daytonas,1966-09-03,"Dianne, Dianne"
The Toys,1966-09-03,Baby Toys
The Impressions,1966-09-03,Can't Satisfy
Booker T. & The MG's,1966-09-03,My Sweet Potato
The Shindogs,1966-09-03,Who Do You Think You Are
The Dynatones,1966-09-03,The Fife Piper
Billy Joe Royal,1966-09-03,Campfire Girls
The Trade Winds,1966-09-03,Mind Excursion
Jimmy Holiday,1966-09-03,Baby I Love You
Jan & Dean,1966-09-03,Fiddle Around
The Monkees,1966-09-10,Last Train To Clarksville
The Left Banke,1966-09-10,Walk Away Renee
Count Five,1966-09-10,Psychotic Reaction
Nino Tempo & April Stevens,1966-09-10,All Strung Out
Bob Dylan,1966-09-10,Just Like A Woman
Sam & Dave,1966-09-10,Said I Wasn't Gonna Tell Nobody
Gerry And The Pacemakers,1966-09-10,Girl On A Swing
Jackie DeShannon,1966-09-10,I Can Make It With You
The Ides Of March,1966-09-10,Roller Coaster
B.J. Thomas,1966-09-10,Tomorrow Never Comes
The Shadows Of Knight,1966-09-10,Bad Little Woman
Eddie Floyd,1966-09-10,Knock On Wood
The Grass Roots,1966-09-10,Only When You're Lonely
Lou Rawls,1966-09-10,Love Is A Hurtin' Thing
Tommy Roe,1966-09-17,Hooray For Hazel
Dusty Springfield,1966-09-17,All I See Is You
Roger Miller,1966-09-17,My Uncle Used To Love Me But She Died
Bobby Bland,1966-09-17,Poverty
Nancy Sinatra,1966-09-17,In Our Time
Johnny Rivers,1966-09-17,Poor Side Of Town
Keith,1966-09-17,Ain't Gonna Lie
Crispian St. Peters,1966-09-17,Changes
Roy Head,1966-09-17,To Make A Big Man Cry
Len Barry,1966-09-17,I Struck It Rich
Bobby Darin,1966-09-24,If I Were A Carpenter
The Unknowns,1966-09-24,Melody For An Unknown Girl
Sergio Mendes & Brasil '66,1966-09-24,Mas Que Nada
The Young Rascals,1966-09-24,Come On Up
The Byrds,1966-09-24,Mr. Spaceman
The Abbey Tavern Singers,1966-09-24,Off To Dublin In The Green
James & Bobby Purify,1966-09-24,I'm Your Puppet
Shorty Long,1966-09-24,Function At The Junction
Richard And The Young Lions,1966-09-24,Open Up Your Door
"Peter, Paul & Mary",1966-09-24,The Other Side Of This Life
Sonny & Cher,1966-10-01,Little Man
Sam The Sham and the Pharaohs,1966-10-01,The Hair On My Chinny Chin Chin
Otis Redding,1966-10-01,Fa-Fa-Fa-Fa-Fa (Sad Song)
Brenda Lee,1966-10-01,Coming On Strong
Dionne Warwick,1966-10-01,I Just Don't Know What To Do With Myself
Paul Revere & The Raiders Featuring Mark Lindsay,1966-10-01,The Great Airplane Strike
Herman's Hermits,1966-10-01,Dandy
The Olympics,1966-10-01,"Baby, Do The Philly Dog"
J.J. Jackson,1966-10-01,But It's Alright
The McCoys,1966-10-01,"Don't Worry Mother, Your Son's Heart Is Pure"
Ben Colder,1966-10-01,Almost Persuaded No. 2
Shades Of Blue,1966-10-01,Happiness
The Chiffons,1966-10-01,"Stop, Look And Listen"
"Richard ""Groove"" Holmes",1966-10-01,Secret Love
The Rolling Stones,1966-10-08,"Have You Seen Your Mother, Baby, Standing In The Shadow?"
Gary Lewis And The Playboys,1966-10-08,(You Don't Have To) Paint Me A Picture
Elvis Presley With The Jordanaires,1966-10-08,Spinout
Mitch Ryder And The Detroit Wheels,1966-10-08,Devil With A Blue Dress On & Good Golly Miss Molly
Elvis Presley With The Jordanaires,1966-10-08,All That I Am
Bobby Hebb,1966-10-08,A Satisfied Mind
Joe Tex,1966-10-08,I've Got To Do A Little Bit Better
Dean Martin,1966-10-08,Nobody's Baby Again
Peter And Gordon,1966-10-08,Lady Godiva
Chad & Jeremy,1966-10-08,You Are She
James Brown And The Famous Flames,1966-10-08,Don't Be A Drop-Out
Ray Conniff And The Singers,1966-10-08,Lookin' For Love
Margaret Whiting,1966-10-08,The Wheel Of Hurt
Jerry Vale,1966-10-08,"Dommage, Dommage (Too Bad, Too Bad)"
Nancy Ames,1966-10-08,Cry Softly
Ramsey Lewis,1966-10-15,Up Tight
The Lovin' Spoonful,1966-10-15,Rain On The Roof
Darrell Banks,1966-10-15,Somebody (Somewhere) Needs You
The Troggs,1966-10-15,I Can't Control Myself
Eddy Arnold,1966-10-15,Somebody Like Me
Barbra Streisand,1966-10-15,Free Again
Jackie Wilson,1966-10-15,Whispers (Gettin' Louder)
The Arbors,1966-10-15,A Symphony For Susan
Bert Kaempfert And His Orchestra,1966-10-15,I Can't Give You Anything But Love
The Mamas & The Papas,1966-10-22,Look Through My Window
Petula Clark,1966-10-22,Who Am I
The Sandpipers,1966-10-22,"Louie, Louie"
The Beach Boys,1966-10-22,Good Vibrations
The Elgins,1966-10-22,Heaven Must Have Sent You
Pat Boone,1966-10-22,"Wish You Were Here, Buddy"
The Dave Clark Five,1966-10-22,Nineteen Days
Lee Dorsey,1966-10-22,Holy Cow
Brian Hyland,1966-10-22,"Run, Run, Look And See"
James Carr,1966-10-22,Pouring Water On A Drowning Man
Percy Sledge,1966-10-22,It Tears Me Up
The Standells,1966-10-22,Why Pick On Me
The Joe Cuba Sextet,1966-10-22,Bang Bang
The Trolls,1966-10-22,Every Day And Every Night
The O'Jays,1966-10-22,Stand In For Love
B.B. King,1966-10-22,Don't Answer The Door - Part 1
Wayne Newton,1966-10-22,Games That Lovers Play
The New Vaudeville Band,1966-10-29,Winchester Cathedral
The Supremes,1966-10-29,You Keep Me Hangin' On
Martha & The Vandellas,1966-10-29,I'm Ready For Love
The Hollies,1966-10-29,Stop Stop Stop
The Righteous Brothers,1966-10-29,On This Side Of Goodbye
Jack Jones,1966-10-29,A Day In The Life Of A Fool
Barbara Lewis,1966-10-29,Baby What Do You Want Me To Do
The Outsiders,1966-10-29,Help Me Girl
The Turtles,1966-10-29,Can I Get To Know You Better
The Ronettes Featuring Veronica,1966-10-29,I Can Hear Music
Simon & Garfunkel,1966-11-05,A Hazy Shade Of Winter
The Chicago Loop,1966-11-05,(When She Needs Good Lovin') She Comes To Me
The Miracles,1966-11-05,(Come 'round Here) I'm The One You Need
Roger Miller,1966-11-05,Heartbreak Hotel
Walter Jackson,1966-11-05,A Corner In The Sun
Tommy James And The Shondells,1966-11-05,It's Only Love
Connie Francis,1966-11-05,Spanish Nights And You
Donovan,1966-11-12,Mellow Yellow
Neil Diamond,1966-11-12,I Got The Feelin' (Oh No No)
The Capitols,1966-11-12,We Got A Thing That's In The Groove
Ray Charles and his Orchestra,1966-11-12,Please Say You're Fooling
Stevie Wonder,1966-11-12,A Place In The Sun
Frankie Valli,1966-11-12,The Proud One
Tamiko Jones with Herbie Mann,1966-11-12,A Man And A Woman
Anthony & The Imperials,1966-11-12,It's Not The Same
The Magic Mushrooms,1966-11-12,It's-A-Happening
The Music Machine,1966-11-12,Talk Talk
Davie Allan And The Arrows,1966-11-12,Theme From The Wild Angels
Frank Sinatra,1966-11-19,That's Life
The Temptations,1966-11-19,(I Know) I'm Losing You
Nancy Sinatra,1966-11-19,Sugar Town
Bobby Vinton,1966-11-19,Coming Home Soldier
Jr. Walker & The All Stars,1966-11-19,Money (That's What I Want) (Part 1)
? (Question Mark) & The Mysterians,1966-11-19,I Need Somebody
Sandy Posey,1966-11-19,Single Girl
Sonny & Cher,1966-11-19,Living For You
Gary And The Hornets,1966-11-19,Hi Hi Hazel
The Spellbinders,1966-11-19,Help Me (Get Myself Back Together Again)
Wilson Pickett,1966-11-26,Mustang Sally
The Association,1966-11-26,Pandora's Golden Heebie Jeebies
Gene Chandler,1966-11-26,I Fooled You This Time
Ray Charles and his Orchestra,1966-11-26,I Don't Need No Doctor
Alvin Cash & The Registers,1966-11-26,Alvin's Boo-Ga-Loo
Baja Marimba Band,1966-11-26,Ghost Riders In The Sky
Dr. West's Medicine Show and Junk Band,1966-11-26,The Eggplant That Ate Chicago
Lou Rawls,1966-11-26,You Can Bring Me All Your Heartaches
The Cryan' Shames,1966-11-26,I Wanna Meet You
Don Ho and the Aliis,1966-11-26,Tiny Bubbles
Dee Dee Warwick,1966-11-26,I'm Gonna Make You Love Me
Jay & The Americans,1966-11-26,(He's) Raining In My Sunshine
Cher,1966-11-26,Behind The Door
The Searchers,1966-11-26,Have You Ever Loved Somebody
The Yardbirds,1966-11-26,Happenings Ten Years Time Ago
Aaron Neville,1966-12-03,Tell It Like It Is
The Mamas & The Papas,1966-12-03,Words Of Love
The Seekers,1966-12-03,Georgy Girl
Herman's Hermits,1966-12-03,East West
Jimmy Ruffin,1966-12-03,I've Passed This Way Before
The Cyrkle,1966-12-03,Please Don't Ever Leave Me
Paul Revere & The Raiders Featuring Mark Lindsay,1966-12-03,Good Thing
The Innocence,1966-12-03,There's Got To Be A Word!
Baby Ray,1966-12-03,There's Something On Your Mind
The Emperor's,1966-12-03,Karate
Sam & Dave,1966-12-03,You Got Me Hummin'
The Drifters,1966-12-03,Baby What I Mean
The Platters,1966-12-03,I'll Be Home
The Critters,1966-12-03,Bad Misunderstanding
The Monkees,1966-12-10,I'm A Believer
Bobby Goldsboro,1966-12-10,Blue Autumn
Roy Orbison,1966-12-10,Communication Breakdown
Bobby Darin,1966-12-10,The Girl That Stood Beside Me
Blues Magoos,1966-12-10,(We Ain't Got) Nothin' Yet
Keith,1966-12-10,98.6
"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1966-12-10,Tell It To The Rain
The In Crowd,1966-12-10,Questions And Answers
The Electric Prunes,1966-12-10,I Had Too Much To Dream (Last Night)
Damita Jo,1966-12-10,If You Go Away
Bobby McClure,1966-12-10,Peak Of Love
The Royal Guardsmen,1966-12-17,Snoopy Vs. The Red Baron
Four Tops,1966-12-17,Standing In The Shadows Of Love
The Monkees,1966-12-17,(I'm Not Your) Steppin' Stone
Joe Tex,1966-12-17,Papa Was Too
The Lovin' Spoonful,1966-12-17,Nashville Cats
Gary Lewis And The Playboys,1966-12-17,Where Will The Words Come From
The Artistics,1966-12-17,I'm Gonna Miss You
The Young Holt Trio,1966-12-17,Wack Wack
Dean Martin,1966-12-17,(Open Up The Door) Let The Good Times In
The Youngbloods,1966-12-17,Grizzly Bear
Los Bravos,1966-12-17,Going Nowhere
Pozo Seco Singers,1966-12-17,Look What You've Done
Bobby Moore's Rhythm Aces featuring Chico,1966-12-17,Try My Love Again
Senator Everett McKinley Dirksen,1966-12-24,Gallant Men
Petula Clark,1966-12-24,Color My World
Dionne Warwick,1966-12-24,Another Night
Tom Jones,1966-12-24,"Green, Green Grass Of Home"
Sam The Sham and the Pharaohs,1966-12-24,How Do You Catch A Girl
Peter And Gordon,1966-12-24,Knight In Rusty Armour
Tommy Roe,1966-12-24,It's Now Winters Day
